15,15.0000000000,1733863310
21,17.0000000000,1733863310
37,18.0000000000,1733863310
49,19.0000000000,1733863310
112,20.0000000000,1733863310
129,23.0000000000,1733863310
132,24.0000000000,1733863310
142,25.0000000000,1733863310
15,14.9646934963,1733863340
21,16.8889301046,1733863340
37,17.9612960661,1733863340
49,18.9693575372,1733863340
112,19.9740187665,1733863340
129,22.9632625286,1733863340
132,23.9903002560,1733863340
142,24.8328572115,1733863340
15,14.7700128553,1733863370
21,16.9863955124,1733863370
37,18.1571542678,1733863370
49,19.1602249805,1733863370
112,19.9584193272,1733863370
129,22.9928457917,1733863370
132,24.0642701671,1733863370
142,25.0243043459,1733863370
15,15.0084080096,1733863400
21,17.1529217034,1733863400
37,18.2432395416,1733863400
49,19.1922841164,1733863400
112,19.9262405372,1733863400
129,22.9159498414,1733863400
132,24.1157880590,1733863400
142,25.0754080507,1733863400
15,15.1696852492,1733863430
21,17.1817268244,1733863430
37,18.3960420792,1733863430
49,19.3476425305,1733863430
112,20.0905186827,1733863430
129,23.1130980064,1733863430
132,24.0764363904,1733863430
142,25.1277926298,1733863430
15,14.9497448826,1733863460
21,17.1344035527,1733863460
37,18.5352654447,1733863460
49,19.2440547755,1733863460
112,19.9035805130,1733863460
129,23.1632908459,1733863460
132,24.2023295026,1733863460
142,24.9268600477,1733863460
15,15.0908685441,1733863490
21,17.2548481642,1733863490
37,18.3447751470,1733863490
49,19.3806933257,1733863490
112,19.6887000237,1733863490
129,22.9280928971,1733863490
132,24.3290891976,1733863490
142,24.8846488881,1733863490
15,15.3047212529,1733863520
21,17.0147514915,1733863520
37,18.4471095947,1733863520
49,19.1401070337,1733863520
112,19.4842529060,1733863520
129,22.9691610510,1733863520
132,24.1518514804,1733863520
142,25.1083872775,1733863520
15,15.3721563012,1733863550
21,16.8272580844,1733863550
37,18.4762800894,1733863550
49,19.3021880300,1733863550
112,19.2969118798,1733863550
129,23.0620247892,1733863550
132,24.3179769860,1733863550
142,25.2840034043,1733863550
15,15.5670879287,1733863580
21,16.8163672908,1733863580
37,18.5099714060,1733863580
49,19.4541082668,1733863580
112,19.1261518344,1733863580
129,23.0627181843,1733863580
132,24.2791494500,1733863580
142,25.2533354136,1733863580
15,15.3182525266,1733863610
21,16.8889181675,1733863610
37,18.6934245464,1733863610
49,19.6299091977,1733863610
112,19.2905008161,1733863610
129,22.8937665202,1733863610
132,24.5149060820,1733863610
142,25.0151551352,1733863610
15,15.2057388076,1733863640
21,16.8641940951,1733863640
37,18.7413634584,1733863640
49,19.8503574028,1733863640
112,19.2097064221,1733863640
129,22.8326716260,1733863640
132,24.4894758515,1733863640
142,25.2290123195,1733863640
15,15.1918559771,1733863670
21,16.7139277281,1733863670
37,18.6694428652,1733863670
49,19.7234403266,1733863670
112,19.3294120868,1733863670
129,23.0000445322,1733863670
132,24.6162315071,1733863670
142,25.1229427952,1733863670
15,15.1113514425,1733863700
21,16.6934074392,1733863700
37,18.9109698642,1733863700
49,19.6740946758,1733863700
112,19.2691790806,1733863700
129,22.8465268558,1733863700
132,24.6572136160,1733863700
142,25.0168902373,1733863700
15,15.0973110149,1733863730
21,16.9431077314,1733863730
37,18.7462126231,1733863730
49,19.4640604392,1733863730
112,19.4838727782,1733863730
129,22.9182484017,1733863730
132,24.4571850311,1733863730
142,24.9888920422,1733863730
15,14.9993998681,1733863760
21,17.1504131880,1733863760
37,18.5385803264,1733863760
49,19.7047609425,1733863760
112,19.7056809020,1733863760
129,23.1304128246,1733863760
132,24.2806469725,1733863760
142,25.0463001414,1733863760
15,15.1635567480,1733863790
21,17.2232034031,1733863790
37,18.4624645069,1733863790
49,19.8234488217,1733863790
112,19.6324719947,1733863790
129,23.0883108423,1733863790
132,24.3643183459,1733863790
142,25.0351724533,1733863790
15,15.3899620532,1733863820
21,17.2819399967,1733863820
37,18.5496980330,1733863820
49,19.6811543139,1733863820
112,19.7009593367,1733863820
129,23.0552564092,1733863820
132,24.1948730082,1733863820
142,24.9431050735,1733863820
15,15.1721874455,1733863850
21,17.2650712522,1733863850
37,18.3035393203,1733863850
49,19.5258508002,1733863850
112,19.7833338851,1733863850
129,22.8682504653,1733863850
132,24.0503704409,1733863850
142,24.7398042345,1733863850
15,15.1480255887,1733863880
21,17.2046701392,1733863880
37,18.1589507811,1733863880
49,19.4613381077,1733863880
112,19.7267945826,1733863880
129,22.8352243625,1733863880
132,24.0819286924,1733863880
142,24.9712455246,1733863880
15,15.2647184661,1733863910
21,17.4058724796,1733863910
37,18.0338371366,1733863910
49,19.3872616821,1733863910
112,19.7698605633,1733863910
129,22.8031258331,1733863910
132,24.2378995127,1733863910
142,24.9929608548,1733863910
15,15.1812764784,1733863940
21,17.4955088028,1733863940
37,17.9459659761,1733863940
49,19.1840603732,1733863940
112,19.9706223611,1733863940
129,22.5545094169,1733863940
132,24.2242393172,1733863940
142,25.0114561807,1733863940
15,15.1014331881,1733863970
21,17.7329509951,1733863970
37,17.9926348678,1733863970
49,19.0440922421,1733863970
112,19.8233032215,1733863970
129,22.3623055906,1733863970
132,24.0300509901,1733863970
142,25.0156200459,1733863970
15,15.2556371422,1733864000
21,17.7402481957,1733864000
37,18.2329014005,1733864000
49,19.0523514957,1733864000
112,19.6737820061,1733864000
129,22.2986934526,1733864000
132,23.9045255654,1733864000
142,25.2378595996,1733864000
15,15.3324676779,1733864030
21,17.5497305157,1733864030
37,18.0034797685,1733864030
49,19.1626853813,1733864030
112,19.8252009887,1733864030
129,22.1451157108,1733864030
132,24.1288645083,1733864030
142,25.0032218587,1733864030
15,15.5021009981,1733864060
21,17.7260390663,1733864060
37,17.7673548959,1733864060
49,19.3638726310,1733864060
112,19.8045700417,1733864060
129,22.3770768909,1733864060
132,24.0623376608,1733864060
142,25.2195486333,1733864060
15,15.4800710876,1733864090
21,17.9366214675,1733864090
37,17.5668976456,1733864090
49,19.3499598395,1733864090
112,19.5935083339,1733864090
129,22.5900811382,1733864090
132,23.8335539121,1733864090
142,25.3483987189,1733864090
15,15.5516922343,1733864120
21,17.8607384814,1733864120
37,17.3589073540,1733864120
49,19.1664939761,1733864120
112,19.6640606739,1733864120
129,22.7825197219,1733864120
132,23.7744163079,1733864120
142,25.4906756640,1733864120
15,15.3192610182,1733864150
21,17.8825846640,1733864150
37,17.2756857915,1733864150
49,19.3643630874,1733864150
112,19.8570130657,1733864150
129,23.0081353657,1733864150
132,23.8332256220,1733864150
142,25.7382486726,1733864150
15,15.3486606355,1733864180
21,17.7498589602,1733864180
37,17.5120846604,1733864180
49,19.4214881290,1733864180
112,19.9484358728,1733864180
129,22.9454958274,1733864180
132,23.8331113795,1733864180
142,25.6989729693,1733864180
15,15.5823743370,1733864210
21,17.9356549837,1733864210
37,17.4115919117,1733864210
49,19.3552217801,1733864210
112,20.1234282280,1733864210
129,22.7953277308,1733864210
132,23.6405319439,1733864210
142,25.6130292632,1733864210
15,15.5553025763,1733864240
21,17.9595003134,1733864240
37,17.2430554857,1733864240
49,19.3106300423,1733864240
112,19.9673489704,1733864240
129,22.9992185089,1733864240
132,23.6541205568,1733864240
142,25.7590347840,1733864240
15,15.8012951881,1733864270
21,18.0433845194,1733864270
37,17.4517115658,1733864270
49,19.2374843990,1733864270
112,19.9473224443,1733864270
129,22.9657144657,1733864270
132,23.5947871553,1733864270
142,25.9145557308,1733864270
15,15.5750805455,1733864300
21,17.8413017833,1733864300
37,17.6619130688,1733864300
49,19.3274013235,1733864300
112,20.1436269508,1733864300
129,23.1828513806,1733864300
132,23.4518413820,1733864300
142,26.0030978729,1733864300
15,15.3394231834,1733864330
21,17.7268209214,1733864330
37,17.7324678919,1733864330
49,19.4377569615,1733864330
112,20.1548345096,1733864330
129,23.1802757864,1733864330
132,23.6951054499,1733864330
142,26.2439934761,1733864330
15,15.5839948139,1733864360
21,17.8931083338,1733864360
37,17.5469203865,1733864360
49,19.5464028866,1733864360
112,20.0953978566,1733864360
129,23.1699750386,1733864360
132,23.5776614277,1733864360
142,26.1384636833,1733864360
15,15.6537260133,1733864390
21,17.9542929086,1733864390
37,17.7885686326,1733864390
49,19.6264389285,1733864390
112,19.8828992814,1733864390
129,23.2328575558,1733864390
132,23.6061510716,1733864390
142,25.9901409803,1733864390
15,15.5734421096,1733864420
21,17.9767011876,1733864420
37,18.0316293546,1733864420
49,19.4689862092,1733864420
112,20.0275109901,1733864420
129,23.0196361648,1733864420
132,23.6235425420,1733864420
142,25.8871113922,1733864420
15,15.5655019649,1733864450
21,18.0539311686,1733864450
37,17.9038667341,1733864450
49,19.6796726862,1733864450
112,19.8414931711,1733864450
129,22.9892923068,1733864450
132,23.5111222220,1733864450
142,25.6807056213,1733864450
15,15.7710774133,1733864480
21,17.8115989581,1733864480
37,17.6703159541,1733864480
49,19.5970196977,1733864480
112,19.8348988324,1733864480
129,23.1074619773,1733864480
132,23.3502863751,1733864480
142,25.4994574151,1733864480
15,15.8067590855,1733864510
21,17.7265091207,1733864510
