15,19.8585968732,1766792205
15,19.9550674329,1766792205
10,19.8585968732,1766792205
15,20.1124664100,1766792206
10,19.9550674329,1766792206
37,19.7939980275,1766792206
15,19.9049201460,1766792206
10,20.1124664100,1766792206
37,19.7427638194,1766792206
132,19.7939980275,1766792206
15,19.6965659330,1766792206
10,19.9049201460,1766792206
37,19.7693855777,1766792206
132,19.7427638194,1766792206
142,19.7939980275,1766792206
15,19.7534347110,1766792206
10,19.6965659330,1766792206
37,19.7945997153,1766792206
132,19.7693855777,1766792206
142,19.7427638194,1766792206
10,19.7534347110,1766792206
15,19.6985044437,1766792206
37,19.5803384507,1766792206
132,19.7945997153,1766792206
142,19.7693855777,1766792206
10,19.6985044437,1766792206
15,19.5518305271,1766792206
37,19.7451910554,1766792206
132,19.5803384507,1766792206
142,19.7945997153,1766792206
10,19.5518305271,1766792206
15,19.7125805920,1766792206
37,19.9379584699,1766792206
132,19.7451910554,1766792206
142,19.5803384507,1766792206
10,19.7125805920,1766792206
15,19.7651072556,1766792206
37,20.1021184583,1766792206
132,19.9379584699,1766792206
142,19.7451910554,1766792206
10,19.7651072556,1766792206
15,19.7602124888,1766792206
37,20.2011650514,1766792206
132,20.1021184583,1766792206
142,19.9379584699,1766792206
10,19.7602124888,1766792206
15,19.8936724430,1766792206
132,20.2011650514,1766792206
142,20.1021184583,1766792206
37,20.0642809849,1766792206
10,19.8936724430,1766792207
15,20.0200934568,1766792207
142,20.2011650514,1766792207
37,20.0119678124,1766792207
132,20.0642809849,1766792207
10,20.0200934568,1766792207
15,20.1400169289,1766792207
37,20.2552362173,1766792207
142,20.0642809849,1766792207
132,20.0119678124,1766792207
10,20.1400169289,1766792207
15,19.9350666621,1766792207
132,20.2552362173,1766792207
37,20.0816745303,1766792207
142,20.0119678124,1766792207
15,20.0445479401,1766792207
10,19.9350666621,1766792207
132,20.0816745303,1766792207
142,20.2552362173,1766792207
37,20.1035702395,1766792207
10,20.0445479401,1766792207
15,19.9257567419,1766792207
132,20.1035702395,1766792207
37,20.1768999521,1766792207
142,20.0816745303,1766792207
10,19.9257567419,1766792207
15,19.7228557836,1766792207
37,19.9747663070,1766792207
132,20.1768999521,1766792207
142,20.1035702395,1766792207
15,19.8665402008,1766792207
10,19.7228557836,1766792207
142,20.1768999521,1766792207
37,19.7257822233,1766792207
132,19.9747663070,1766792207
15,19.8061546541,1766792207
10,19.8665402008,1766792207
142,19.9747663070,1766792207
37,19.8432812246,1766792207
132,19.7257822233,1766792207
10,19.8061546541,1766792207
15,19.6196873639,1766792207
132,19.8432812246,1766792207
37,20.0324472032,1766792207
142,19.7257822233,1766792207
15,19.5480735855,1766792207
10,19.6196873639,1766792207
37,20.0007960221,1766792207
142,19.8432812246,1766792207
132,20.0324472032,1766792207
10,19.5480735855,1766792208
15,19.6651232149,1766792208
142,20.0324472032,1766792208
37,19.8974455460,1766792208
132,20.0007960221,1766792208
10,19.6651232149,1766792208
15,19.8061544477,1766792208
37,19.8763047491,1766792208
132,19.8974455460,1766792208
142,20.0007960221,1766792208
10,19.8061544477,1766792208
15,19.8949125697,1766792208
37,19.7240293089,1766792208
132,19.8763047491,1766792208
142,19.8974455460,1766792208
10,19.8949125697,1766792208
15,20.0642222212,1766792208
37,19.9563665540,1766792208
142,19.8763047491,1766792208
132,19.7240293089,1766792208
10,20.0642222212,1766792208
15,20.0456173250,1766792208
37,19.7271640650,1766792208
132,19.9563665540,1766792208
142,19.7240293089,1766792208
10,20.0456173250,1766792208
15,20.0530202636,1766792208
142,19.9563665540,1766792208
132,19.7271640650,1766792208
37,19.5871037586,1766792208
10,20.0530202636,1766792208
15,20.2057939493,1766792208
142,19.7271640650,1766792208
132,19.5871037586,1766792208
37,19.5801796318,1766792208
10,20.2057939493,1766792208
15,20.0110237576,1766792208
132,19.5801796318,1766792208
37,19.8029240920,1766792208
142,19.5871037586,1766792208
10,20.0110237576,1766792208
15,19.8144840491,1766792208
132,19.8029240920,1766792208
37,20.0143915477,1766792208
142,19.5801796318,1766792208
15,20.0189501177,1766792208
10,19.8144840491,1766792208
132,20.0143915477,1766792209
37,20.1391024411,1766792209
142,19.8029240920,1766792209
15,20.2485964279,1766792209
10,20.0189501177,1766792209
142,20.0143915477,1766792209
132,20.1391024411,1766792209
37,20.3280124370,1766792209
10,20.2485964279,1766792209
